,content
600,"Chúng ta mang theo hành trang là chuyên môn và kinh nghiệm chống dịch... Xin kính chúc các đồng chí làm tốt nhiệm vụ Bộ Y tế giao phó. Chúc chuyến đi an toàn và gặt hái được nhiều thành công!

Chúng ta mang theo hành trang là chuyên môn và kinh nghiệm chống dịch... Xin kính chúc các đồng chí làm tốt nhiệm vụ Bộ Y tế giao phó. Chúc chuyến đi an toàn và gặt hái được nhiều thành công!

CANHCO.NET
35 cán bộ, chuyên gia y tế Việt Nam sang hỗ trợ nước bạn Lào phòng chống dịch COVID-19
Chiều ngày 3/5, GS.TS Nguyễn Thanh Long- Bộ trưởng Bộ Y tế cùng PGS.TS Nguyễn Trường Sơn, Thứ trưởng Bộ Bộ Y tế đã gặp mặt và giao nhiệm vụ cho 35 y bác

CANHCO.NET
35 cán bộ, chuyên gia y tế Việt Nam sang hỗ trợ nước bạn Lào phòng chống dịch COVID-19"
601,"Cập nhật tình hình các bạn du học sinh tại Úc.
Nhìn chung bạn ấy đã vui vẻ lạc quan trở lại, đúng với tinh thần người con Công quốc Hoa cải đỏ, không có gì phải lo.
Dưới sức ép của… More đám chống cộng biểu tình liên tục thì hiệu trưởng tạm đình chỉ 20 ngày, nhưng chỉ bằng mồm kiểu “thôi em nghỉ vài hôm cho êm chuyện” chứ không hề có văn bản nào gửi em cả. Chuyện trục xuất hay ép nghỉ học là không xảy ra.
Đám khát nước sáng nay biểu tình tiếp nên bin trường gọi cảnh sát tới giải tán và dọa nhốt qua đêm vì tụ tập trái phép. Nhưng sau đó vẫn về bịa chuyện cảnh sát tới là để... bắt cậu du học sinh đi, trong… More

Cập nhật tình hình các bạn du học sinh tại Úc.

Nhìn chung bạn ấy đã vui vẻ lạc quan trở lại, đúng với tinh thần người con Công quốc Hoa cải đỏ, không có gì phải lo.

Dưới sức ép của đám chống cộng biểu tình liên tục thì hiệu trưởng tạm đình chỉ 20 ngày, nhưng chỉ bằng mồm kiểu “thôi em nghỉ vài hôm cho êm chuyện” chứ không hề có văn bản nào gửi em cả. Chuyện trục xuất hay ép nghỉ học là không xảy ra.

Đám khát nước sáng nay biểu tình tiếp nên bin trường gọi cảnh sát tới giải tán và dọa nhốt qua đêm vì tụ tập trái phép. Nhưng sau đó vẫn về bịa chuyện cảnh sát tới là để... bắt cậu du học sinh đi, trong…

"
602,"Ảnh: Trẻ chăn trâu trên cánh đồng Điện Biên Phủ! Gần đến ngày 7/5 chiến thắng của quân và dân ta đã đập tan tập đoàn cứ điểm Điện Biên Phủ của thực dân Pháp (với sự hỗ trợ tài chính và vũ khí của Mỹ)
Đây là mốc… More son chói lọi khi một nước thuộc địa đầu tiên trên thế giới đã đánh thắng một Thực dân một cách thuyết phục bằng quân sự!
Sách lịch sử VNCH không dạy cho người dân giai đoạn từ 1940 đến 1941 ai đã làm nên Nam kỳ khởi nghĩa và ai đã chiến đấu chống thực dân Pháp từ 1945 đến 1954.

Ảnh: Trẻ chăn trâu trên cánh đồng Điện Biên Phủ! Gần đến ngày 7/5 chiến thắng của quân và dân ta đã đập tan tập đoàn cứ điểm Điện Biên Phủ của thực dân Pháp (với sự hỗ trợ tài chính và vũ khí của Mỹ)

Đây là mốc son chói lọi khi một nước thuộc địa đầu tiên trên thế giới đã đánh thắng một Thực dân một cách thuyết phục bằng quân sự!

Sách lịch sử VNCH không dạy cho người dân giai đoạn từ 1940 đến 1941 ai đã làm nên Nam kỳ khởi nghĩa và ai đã chiến đấu chống thực dân Pháp từ 1945 đến 1954.

+16"
603,"Việt kiều sửng sốt với lễ chào Cờ đỏ sao vàng ngày 30/4 của những “Việt kiều yêu nước” tại California sau bao năm bị cô lập
Sau đây là cuộc phỏng vấn của Luật sư Trịnh Quốc Thiên với vợ chồng bác Nguyễn Mạnh Quang và bác Lâm Phú Châu nói về lễ chào cờ

Việt kiều sửng sốt với lễ chào Cờ đỏ sao vàng ngày 30/4 của những “Việt kiều yêu nước” tại California sau bao năm bị cô lập

Sau đây là cuộc phỏng vấn của Luật sư Trịnh Quốc Thiên với vợ chồng bác Nguyễn Mạnh Quang và bác Lâm Phú Châu nói về lễ chào cờ

This content isn't available right now
When this happens, it's usually because the owner only shared it with a small group of people, changed who can see it or it's been deleted."
604,"Đọc xong cái báo cáo của mấy ông cán bộ huyện mà muốn thổ huyết! Để xem có ông nào dính tới vụ này không 😏

Đọc xong cái báo cáo của mấy ông cán bộ huyện mà muốn thổ huyết! Để xem có ông nào dính tới vụ này không 😏

CANHCO.NET
Vụ gỗ lậu dưới sông: Hiện trường bị đốt cháy ngùn ngụt, báo cáo lạ của cán bộ huyện
Ngay khi báo chí phát hiện, đưa tin điểm tập kết gỗ trái phép ở lòng hồ Thuỷ điện Sê San 4, địa phận xã Ia O, huyện Ia Grai, Gia Lai hiện trường ngay sau

CANHCO.NET
Vụ gỗ lậu dưới sông: Hiện trường bị đốt cháy ngùn ngụt, báo cáo lạ của cán bộ huyện"
605,"Qua thông tin xác nhận được bác sĩ này cũng từng đến quán bar - karaoke Sunny, nơi chuyện gia Trung Quốc bị nhiễm Covid-19 đi qua...

Qua thông tin xác nhận được bác sĩ này cũng từng đến quán bar - karaoke Sunny, nơi chuyện gia Trung Quốc bị nhiễm Covid-19 đi qua...

CANHCO.NET
Bác sĩ dương tính COVID-19 có nguồn bệnh từ quán bar karaoke Sunny
Sáng 3-5, Cục Quản lý khám chữa bệnh, Bộ Y tế có cuộc làm việc với Bệnh viện 174 và Bệnh viện Đa khoa khu vực Phúc Yên, Vĩnh Phúc về chống dịch COVID-19.

CANHCO.NET
Bác sĩ dương tính COVID-19 có nguồn bệnh từ quán bar karaoke Sunny"
606,"Tưởng phân khối lớn là ngon! Coi thường pháp luật...

Tưởng phân khối lớn là ngon! Coi thường pháp luật...

CANHCO.NET
Đoàn moto ‘khủng’ đi vào cao tốc Hà Nội – Thái Nguyên bị cảnh sát tạm giữ
Đội tuần tra kiểm soát giao thông cao tốc số 4, Cục Cảnh sát giao thông (Bộ Công an) đã chốt chặn, tạm giữ đoàn 9 xe phân khối lớn đi vào cao

CANHCO.NET
Đoàn moto ‘khủng’ đi vào cao tốc Hà Nội – Thái Nguyên bị cảnh sát tạm giữ"
607,"Liên quan chuyên gia Trung Quốc mắc Covid-19, Vĩnh Phúc xác nhận 6 ca bệnh. Bộ Y tế đánh giá F0 người Trung Quốc và F0 của Việt Nam có quan hệ giao lưu đi lại phức tạp nên tỉnh cần tiếp tục truy vết.
Trước diễn… More biến phức tạp của dịch Covid-19 trên địa bàn tỉnh Vĩnh Phúc, chiều 2/5, GS.TS Trần Văn Thuấn, Thứ trưởng Bộ Y tế đã đến làm việc tại tỉnh.
Đến chiều 2/5, tỉnh đã truy vết được 174 trường hợp đến sử dụng dịch vụ tại Quán bar Sunny từ ngày 24/4 đến nay. Tuy nhiên, tỉnh sẽ tiếp tục rà soát vì con số chắc chắn còn. Trước đó, chuyên gia Trung Quốc mắc Covid-19 đã nhập cảnh vào Việt Nam ngày 9/4 và cách ly tập trung tại Khách sạn Như Nguyệt 2, TP Yên Bái, tỉnh Yên Bái.
Lãnh đạo tỉnh Vĩnh… More

Liên quan chuyên gia Trung Quốc mắc Covid-19, Vĩnh Phúc xác nhận 6 ca bệnh. Bộ Y tế đánh giá F0 người Trung Quốc và F0 của Việt Nam có quan hệ giao lưu đi lại phức tạp nên tỉnh cần tiếp tục truy vết.

Trước diễn biến phức tạp của dịch Covid-19 trên địa bàn tỉnh Vĩnh Phúc, chiều 2/5, GS.TS Trần Văn Thuấn, Thứ trưởng Bộ Y tế đã đến làm việc tại tỉnh.

Đến chiều 2/5, tỉnh đã truy vết được 174 trường hợp đến sử dụng dịch vụ tại Quán bar Sunny từ ngày 24/4 đến nay. Tuy nhiên, tỉnh sẽ tiếp tục rà soát vì con số chắc chắn còn. Trước đó, chuyên gia Trung Quốc mắc Covid-19 đã nhập cảnh vào Việt Nam ngày 9/4 và cách ly tập trung tại Khách sạn Như Nguyệt 2, TP Yên Bái, tỉnh Yên Bái.

Lãnh đạo tỉnh Vĩnh…

"
608,"TA ĐÃ THẤY GÌ TRONG ĐÊM NAY
30/4 hãy nghe và cảm nhận ngày đất nước hòa bình thống nhất
Hoàng Trang hát mộc, không loa không mic

TA ĐÃ THẤY GÌ TRONG ĐÊM NAY

30/4 hãy nghe và cảm nhận ngày đất nước hòa bình thống nhất

Hoàng Trang hát mộc, không loa không mic

Play Video"
609,"Phát hiện 40 người Trung Quốc nhập cảnh trái phép ở Nam Từ Liêm.
Đêm qua, 2/5, lực lượng chức năng quận Nam Từ Liêm, Hà Nội, đã phát hiện 40 người Trung Quốc nhập cảnh trái phép thuê căn chung cư. Tại đây, đã… More thu giữ rất nhiều thẻ sim điện thoại lạ
Theo nguồn tin riêng của Dân Việt, cơ quan chức năng đã phát hiện tại chung cư Florence, số 28 Trần Hữu Dực, thuộc phường Cầu Diễn, quận Nam Từ Liêm, Hà Nội, có dấu hiệu có nhiều người nước ngoài sinh sống bất hợp pháp. Qua kiểm tra, tại 1 căn phòng thuộc chung cư, có đến 40 người Trung Quốc, cả nam và nữ, nhập cảnh trái phép đang ở đó.
Qua xác minh nhanh, toàn bộ những người này đều nhập cảnh trái phép, đồng thời mang theo rất nhiều thẻ sim nước ngoài (không phải loại thẻ sim điện thoại dùng trong nước).
Sự việc đang được các cơ quan chức năng làm rõ.

Phát hiện 40 người Trung Quốc nhập cảnh trái phép ở Nam Từ Liêm.

Đêm qua, 2/5, lực lượng chức năng quận Nam Từ Liêm, Hà Nội, đã phát hiện 40 người Trung Quốc nhập cảnh trái phép thuê căn chung cư. Tại đây, đã thu giữ rất nhiều thẻ sim điện thoại lạ

Theo nguồn tin riêng của Dân Việt, cơ quan chức năng đã phát hiện tại chung cư Florence, số 28 Trần Hữu Dực, thuộc phường Cầu Diễn, quận Nam Từ Liêm, Hà Nội, có dấu hiệu có nhiều người nước ngoài sinh sống bất hợp pháp. Qua kiểm tra, tại 1 căn phòng thuộc chung cư, có đến 40 người Trung Quốc, cả nam và nữ, nhập cảnh trái phép đang ở đó.

Qua xác minh nhanh, toàn bộ những người này đều nhập cảnh trái phép, đồng thời mang theo rất nhiều thẻ sim nước ngoài (không phải loại thẻ sim điện thoại dùng trong nước).

Sự việc đang được các cơ quan chức năng làm rõ.

"
610,"Đừng dạy người Việt Nam phải tôn thờ ai, bởi chính các người còn đang phải đánh vần sử việt

Đừng dạy người Việt Nam phải tôn thờ ai, bởi chính các người còn đang phải đánh vần sử việt

CANHCO.NET
Dân chẳng thờ sai ai bao giờ!
Mẹ kể, năm 1969, khi loa phát thanh đưa tin lãnh tụ Hồ Chí Minh qua đời, người phát ngôn cũng không ngăn được nghẹn ngào. Mẹ bảo thấy người lớn khóc thì

CANHCO.NET
Dân chẳng thờ sai ai bao giờ!"
611,"Khó vầy mà cũng nghĩ ra được 😢

Khó vầy mà cũng nghĩ ra được 😢

"
612,"Hơn 100 người tiếp xúc có tới 5 người lây nhiễm, đấy là mới rà soát nhanh! Mà kịch bản cũ toàn quán karaoke mới đau!

Hơn 100 người tiếp xúc có tới 5 người lây nhiễm, đấy là mới rà soát nhanh! Mà kịch bản cũ toàn quán karaoke mới đau!

CANHCO.NET
NÓNG: 5 nhân viên quán karaoke dương tính SARS-CoV-2 là F1 của chuyên gia Trung Quốc
Lực lượng chức năng xác định đã 5 người có kết quả dương tính lần 1 với SARS-CoV-2, đều là nhân viên của quán karaoke Sunny và là F1 của chuyên gia Trung

CANHCO.NET
NÓNG: 5 nhân viên quán karaoke dương tính SARS-CoV-2 là F1 của chuyên gia Trung Quốc"
613,"Kết thúc chiến tranh, đất nước được hoà bình, thống nhất, con lại về với mẹ mẹ ơi !

Kết thúc chiến tranh, đất nước được hoà bình, thống nhất, con lại về với mẹ mẹ ơi !

"
614,"GALILEAN 7, tàu chở dầu thô lớn nhất thế giới, đã rời ụ sửa chữa ở Dung Quất, tỉnh Quảng Ngãi cuối tháng 4 sau nhiều tháng được hoán cải. Năng lực của lao động Việt Nam đã được chứng minh qua công trình lớn… More này.
Với chiều dài 334m và rộng 58m, GALILEAN 7 là một trong những tàu chở dầu thô (VLCC) lớn nhất thế giới. Trải qua 6 tháng được sửa chữa tại Việt Nam, GALILEAN 7 được ""độ"" lại thành kho chứa dầu nổi sẽ hoạt động ở ngoài bờ biển Nigeria, quốc gia Tây Phi
Để hoán cải con tàu chở dầu khủng hàng đầu thế giới từng được đóng tại Hàn Quốc, đội ngũ lao động Việt Nam đã mất nhiều tháng trời cho số lượng công việc gồm hàng ngàn hạng mục
GALILEAN 7 được lai dắt vào dry dock (chứa được tàu 450.000 tấn) của Công ty công nghiệp tàu thủy Dung Quất vào giữa tháng 10-2020 để bắt đầu các bước đầu tiên của hợp đồng hoán cải trị giá hơn 10 triệu USD

GALILEAN 7, tàu chở dầu thô lớn nhất thế giới, đã rời ụ sửa chữa ở Dung Quất, tỉnh Quảng Ngãi cuối tháng 4 sau nhiều tháng được hoán cải. Năng lực của lao động Việt Nam đã được chứng minh qua công trình lớn này.

Với chiều dài 334m và rộng 58m, GALILEAN 7 là một trong những tàu chở dầu thô (VLCC) lớn nhất thế giới. Trải qua 6 tháng được sửa chữa tại Việt Nam, GALILEAN 7 được ""độ"" lại thành kho chứa dầu nổi sẽ hoạt động ở ngoài bờ biển Nigeria, quốc gia Tây Phi

Để hoán cải con tàu chở dầu khủng hàng đầu thế giới từng được đóng tại Hàn Quốc, đội ngũ lao động Việt Nam đã mất nhiều tháng trời cho số lượng công việc gồm hàng ngàn hạng mục

GALILEAN 7 được lai dắt vào dry dock (chứa được tàu 450.000 tấn) của Công ty công nghiệp tàu thủy Dung Quất vào giữa tháng 10-2020 để bắt đầu các bước đầu tiên của hợp đồng hoán cải trị giá hơn 10 triệu USD

+12"
615,"GÓC CẢM PHỤC: THANH NIÊN DŨNG CẢM CỨU SỐNG 4 NGƯỜI NHƯNG RA ĐI MÃI MÃI 🌹🌹🌹🌸🌸🌸🌼🌼🌼
Đây là hình ảnh N., nam sinh viên đã dũng cảm cứu sống 4 người đuối nước khi tắm biển tại Huế chiều qua. Cứu được mọi người nhưng… More đáng tiếc em lại ra đi mãi mãi.
Vụ tai nạn xảy ra vào chiều tối hôm qua ngày 30/4, tại bãi tắm tự phát qua thôn Tân An, xã Phú Thuận - Thừa Thiên Huế. Vào thời điểm này, một nhóm nam nữ sinh viên năm thứ 4 Trường Đại học Khoa học - Đại học Huế về tắm biển. Bất ngờ 4 nữ sinh viên bị sóng biển cuốn ra xa, kêu cứu.
Ngay lập tức, nam sinh viên Nguyễn Văn Nh. (SN 1998, ngụ huyện Quỳnh Lưu, tỉnh Nghệ… More

GÓC CẢM PHỤC: THANH NIÊN DŨNG CẢM CỨU SỐNG 4 NGƯỜI NHƯNG RA ĐI MÃI MÃI 🌹🌹🌹🌸🌸🌸🌼🌼🌼

Đây là hình ảnh N., nam sinh viên đã dũng cảm cứu sống 4 người đuối nước khi tắm biển tại Huế chiều qua. Cứu được mọi người nhưng đáng tiếc em lại ra đi mãi mãi.

Vụ tai nạn xảy ra vào chiều tối hôm qua ngày 30/4, tại bãi tắm tự phát qua thôn Tân An, xã Phú Thuận - Thừa Thiên Huế. Vào thời điểm này, một nhóm nam nữ sinh viên năm thứ 4 Trường Đại học Khoa học - Đại học Huế về tắm biển. Bất ngờ 4 nữ sinh viên bị sóng biển cuốn ra xa, kêu cứu.

Ngay lập tức, nam sinh viên Nguyễn Văn Nh. (SN 1998, ngụ huyện Quỳnh Lưu, tỉnh Nghệ…

"
